iter	Logloss
921	0.5705068178
922	0.570454922
923	0.570428835
924	0.5704011983
925	0.5703516338
926	0.5702985062
927	0.5702723993
928	0.5702434778
929	0.5701955954
930	0.57014717
931	0.5700938569
932	0.5700448023
933	0.5699951582
934	0.5699700713
935	0.5699210233
936	0.5698937244
937	0.5698652996
938	0.5698163443
939	0.5697683295
940	0.5697198908
941	0.5696713395
942	0.5696412259
943	0.5695927805
944	0.5695490705
945	0.5695195264
946	0.5694709619
947	0.5694231656
948	0.5693976945
949	0.5693497724
950	0.5693186985
951	0.5692956779
952	0.5692659881
953	0.5692420867
954	0.5692101187
955	0.5691667928
956	0.5691380368
957	0.5690889359
958	0.5690461265
959	0.5690188673
960	0.5689696405
961	0.5689210627
962	0.5688944327
963	0.5688696305
964	0.5688210924
965	0.568776634
966	0.5687498848
967	0.5687011679
968	0.5686572923
969	0.5686094628
970	0.5685650574
971	0.5685395797
972	0.5684909887
973	0.5684478018
974	0.5684216883
975	0.5683738391
976	0.5683482356
977	0.5683044659
978	0.5682764583
979	0.568252484
980	0.5682092243
981	0.5681616598
982	0.5681344734
983	0.5681098898
984	0.5680843128
985	0.5680398941
986	0.5679954092
987	0.567952209
988	0.5679238107
989	0.5678980682
990	0.5678752661
991	0.5678260525
992	0.5677821371
993	0.5677580635
994	0.5677335196
995	0.5676908294
996	0.5676469074
997	0.567603098
998	0.5675543414
999	0.5675104062
